Airline,Airline_ID,Source_airport,Source_airport_ID,Dest_airport,Dest_airport_ID,Codeshare,Stops,Equipment
2B,410,DME,4029,KZN,2990,,0,CR2
2B,410,DME,4029,NBC,6969,,0,CR2
2B,410,DME,4029,TGK,\N,,0,CR2
2B,410,DME,4029,UUA,6160,,0,CR2
2B,410,KZN,2990,DME,4029,,0,CR2
2B,410,NBC,6969,DME,4029,,0,CR2
2B,410,TGK,\N,DME,4029,,0,CR2
2B,410,UUA,6160,DME,4029,,0,CR2
2Z,1729,CAC,2535,GRU,2564,,0,AT7
2Z,1729,DOU,7380,GRU,2564,,0,AT7
2Z,1729,GRU,2564,CAC,2535,,0,AT7
2Z,1729,GRU,2564,DOU,7380,,0,AT7
2Z,1729,GRU,2564,RAO,2613,,0,AT7
2Z,1729,GRU,2564,UBA,2635,,0,AT7
2Z,1729,GRU,2564,UDI,2633,,0,AT7
2Z,1729,GRU,2564,VDC,6039,,0,AT7
2Z,1729,RAO,2613,GRU,2564,,0,AT7
2Z,1729,UBA,2635,GRU,2564,,0,AT7
2Z,1729,UDI,2633,GRU,2564,,0,AT7
2Z,1729,VDC,6039,GRU,2564,,0,AT7
3E,10739,BRL,5726,ORD,3830,,0,CNC
3E,10739,DEC,4042,ORD,3830,,0,CNC
3E,10739,ORD,3830,BRL,5726,,0,CNC
3E,10739,ORD,3830,DEC,4042,,0,CNC
3J,5521,JIB,4119,DXB,2188,,0,737
3K,3021,HGH,3386,SIN,3316,,0,320
3K,3021,SIN,3316,HGH,3386,,0,320
3M,20710,ATL,3682,LWB,6958,,0,SF3
3M,20710,ATL,3682,MCN,3754,,0,SF3
3M,20710,ATL,3682,MEI,4335,,0,SF3
3M,20710,ATL,3682,MSL,5756,,0,SF3
3M,20710,ATL,3682,PIB,5759,,0,SF3
3M,20710,ATL,3682,TUP,5773,,0,SF3
3M,20710,BIM,1937,FLL,3533,,0,SF3
3M,20710,ELH,1943,FLL,3533,,0,SF3
3M,20710,EYW,3875,FLL,3533,,0,SF3
3M,20710,FLL,3533,BIM,1937,,0,SF3
3M,20710,FLL,3533,ELH,1943,,0,SF3
3M,20710,FLL,3533,EYW,3875,,0,SF3
3M,20710,FLL,3533,FPO,1948,,0,SF3
3M,20710,FLL,3533,GGT,1941,,0,SF3
3M,20710,FLL,3533,GHB,1944,,0,SF3
3M,20710,FLL,3533,MCO,3878,,0,SF3
3M,20710,FLL,3533,MHH,1930,,0,SF3
3M,20710,FLL,3533,TCB,1934,,0,SF3
3M,20710,FLL,3533,TPA,3646,,0,SF3
3M,20710,FPO,1948,FLL,3533,,0,SF3
3M,20710,GGT,1941,FLL,3533,,0,SF3
3M,20710,GHB,1944,FLL,3533,,0,SF3
3M,20710,GNV,3472,MCO,3878,,0,SF3
3M,20710,LWB,6958,ATL,3682,,0,SF3
3M,20710,MCN,3754,ATL,3682,,0,SF3
3M,20710,MCN,3754,MCO,3878,,0,SF3
3M,20710,MCO,3878,FLL,3533,,0,SF3
3M,20710,MCO,3878,GNV,3472,,0,SF3
3M,20710,MCO,3878,MCN,3754,,0,SF3
3M,20710,MCO,3878,MHH,1930,,0,SF3
3M,20710,MCO,3878,PNS,3564,,0,SF3
3M,20710,MCO,3878,RSW,3793,,0,SF3
3M,20710,MCO,3878,TLH,3698,,0,SF3
3M,20710,MEI,4335,ATL,3682,,0,SF3
3M,20710,MHH,1930,FLL,3533,,0,SF3
3M,20710,MHH,1930,MCO,3878,,0,SF3
3M,20710,MSL,5756,ATL,3682,,0,SF3
3M,20710,PIB,5759,ATL,3682,,0,SF3 
3M,20710,PNS,3564,MCO,3878,,0,SF3
3M,20710,RSW,3793,MCO,3878,,0,SF3
3M,20710,TCB,1934,FLL,3533,,0,SF3
3M,20710,TLH,3698,MCO,3878,,0,SF3
3M,20710,TPA,3646,FLL,3533,,0,SF3
3M,20710,TUP,5773,ATL,3682,,0,SF3 
3O,9818,AMS,580,NDR,5673,,0,320
3O,9818,AMS,580,TNG,1080,,0,320
3O,9818,CMN,1074,SAW,4317,,0,320
3O,9818,NDR,5673,AMS,580,,0,320
3O,9818,SAW,4317,CMN,1074,,0,320
3O,9818,TNG,1080,AMS,580,,0,320
3R,3545,ASF,2966,DME,4029,,0,SU9
3R,3545,BHK,2980,DME,4029,,0,734
3R,3545,DME,4029,ASF,2966,,0,SU9
3R,3545,DME,4029,BHK,2980,,0,734
3R,3545,DME,4029,EGO,6156,,0,SU9
3R,3545,DME,4029,FEG,6149,,0,734
3R,3545,DME,4029,KSQ,6153,,0,734
3R,3545,DME,4029,NMA,6150,,0,734
3R,3545,DME,4029,NVI,6485,,0,734
3R,3545,DME,4029,SKD,2981,,0,734
3R,3545,DME,4029,TIV,1743,,0,SU9 73G
3R,3545,EGO,6156,DME,4029,,0,SU9
3R,3545,FEG,6149,DME,4029,,0,734
3R,3545,KSQ,6153,DME,4029,,0,734
3R,3545,NMA,6150,DME,4029,,0,734
3R,3545,NVI,6485,DME,4029,,0,734
3R,3545,SKD,2981,DME,4029,,0,734
3R,3545,TIV,1743,DME,4029,,0,SU9 73G
3U,4608,BHY,6351,XIY,3379,,0,321
3U,4608,CAN,3370,CKG,3393,,0,321 320
3U,4608,CAN,3370,CTU,3395,,0,321 320 330
3U,4608,CAN,3370,SPN,2244,,0,330
3U,4608,CGO,3375,CKG,3393,,0,321
3U,4608,CGO,3375,CTU,3395,,0,321
3U,4608,CGO,3375,HGH,3386,,0,320
3U,4608,CGO,3375,KMG,3382,,0,320
3U,4608,CKG,3393,CAN,3370,,0,321 320
3U,4608,CKG,3393,CGO,3375,,0,321
3U,4608,CKG,3393,CSX,3371,,0,319 321
3U,4608,CKG,3393,CTU,3395,,0,330
3U,4608,CKG,3393,CZX,4109,,0,320
3U,4608,CKG,3393,DLC,3404,,0,320
3U,4608,CKG,3393,DYG,6353,,0,320
3U,4608,CKG,3393,HAK,4120,,0,319
3U,4608,CKG,3393,HGH,3386,,0,320 319
3U,4608,CKG,3393,HKT,3179,,0,321
3U,4608,CKG,3393,INC,4085,,0,321
3U,4608,CKG,3393,KHN,3384,,0,319
3U,4608,CKG,3393,KMG,3382,,0,319 320
3U,4608,CKG,3393,LHW,3378,,0,319 321
3U,4608,CKG,3393,LJG,4033,,0,319
3U,4608,CKG,3393,LXA,4097,,0,319
3U,4608,CKG,3393,NGB,3387,,0,319
3U,4608,CKG,3393,NKG,3388,,0,319
3U,4608,CKG,3393,NNG,3373,,0,319
3U,4608,CKG,3393,PEK,3364,,0,321 319 320
3U,4608,CKG,3393,PVG,3406,,0,320 319
3U,4608,CKG,3393,PZI,6435,,0,319
3U,4608,CKG,3393,SWA,4302,,0,319
3U,4608,CKG,3393,SYD,3361,,0,330
3U,4608,CKG,3393,SYX,4030,,0,320
3U,4608,CKG,3393,SZX,3374,,0,320
3U,4608,CKG,3393,TNA,4108,,0,321
3U,4608,CKG,3393,TSA,2275,,0,320
3U,4608,CKG,3393,TSN,3368,,0,319
3U,4608,CKG,3393,TYN,3369,,0,321
3U,4608,CKG,3393,URC,3399,,0,320
3U,4608,CKG,3393,WUH,3376,,0,319
3U,4608,CKG,3393,WUX,6390,,0,319
3U,4608,CKG,3393,XIY,3379,,0,319
3U,4608,CKG,3393,XNN,6366,,0,320
3U,4608,CKG,3393,YIH,6361,,0,319
3U,4608,CKG,3393,ZHA,6357,,0,319
3U,4608,CSX,3371,CKG,3393,,0,319 321
3U,4608,CSX,3371,CTU,3395,,0,320
3U,4608,CSX,3371,FOC,3385,,0,320
3U,4608,CSX,3371,KMG,3382,,0,320
3U,4608,CSX,3371,SHE,4144,,0,320
3U,4608,CSX,3371,WNZ,6392,,0,319
3U,4608,CSX,3371,XMN,3383,,0,321
3U,4608,CTU,3395,CAN,3370,,0,321 320 330
3U,4608,CTU,3395,CGO,3375,,0,321
3U,4608,CTU,3395,CKG,3393,,0,330
3U,4608,CTU,3395,CSX,3371,,0,320
3U,4608,CTU,3395,DCY,9310,,0,319
3U,4608,CTU,3395,DSN,6434,,0,319
3U,4608,CTU,3395,HAK,4120,,0,321
3U,4608,CTU,3395,HDG,8407,,0,319
3U,4608,CTU,3395,HET,6345,,0,320
3U,4608,CTU,3395,HFE,3389,,0,321
3U,4608,CTU,3395,HGH,3386,,0,320 319
3U,4608,CTU,3395,HKG,3077,,0,320
3U,4608,CTU,3395,HKT,3179,,0,321
3U,4608,CTU,3395,ICN,3930,,0,321
3U,4608,CTU,3395,INC,4085,,0,321
3U,4608,CTU,3395,JHG,3381,,0,319
3U,4608,CTU,3395,JIQ,8781,,0,320
3U,4608,CTU,3395,JZH,4301,,0,319
3U,4608,CTU,3395,KHN,3384,,0,321
3U,4608,CTU,3395,KMG,3382,,0,320
3U,4608,CTU,3395,KOW,6379,,0,320
3U,4608,CTU,3395,KWE,3394,,0,320
3U,4608,CTU,3395,LHW,3378,,0,319
3U,4608,CTU,3395,LJG,4033,,0,319
3U,4608,CTU,3395,LUM,6376,,0,319
3U,4608,CTU,3395,LXA,4097,,0,330 319
3U,4608,CTU,3395,LZY,6402,,0,319
3U,4608,CTU,3395,MEL,3339,,0,330
3U,4608,CTU,3395,NKG,3388,,0,319 320
3U,4608,CTU,3395,NNG,3373,,0,319 320
3U,4608,CTU,3395,PEK,3364,,0,330 321 320
3U,4608,CTU,3395,PVG,3406,,0,321 330
3U,4608,CTU,3395,PZI,6435,,0,319
3U,4608,CTU,3395,SHE,4144,,0,330
3U,4608,CTU,3395,SJW,6347,,0,320
3U,4608,CTU,3395,SYX,4030,,0,321
3U,4608,CTU,3395,SZX,3374,,0,320 321
3U,4608,CTU,3395,TAO,3390,,0,321
3U,4608,CTU,3395,TNA,4108,,0,321
3U,4608,CTU,3395,TSA,2275,,0,320
3U,4608,CTU,3395,TSN,3368,,0,321
3U,4608,CTU,3395,TYN,3369,,0,319
3U,4608,CTU,3395,URC,3399,,0,319 330
3U,4608,CTU,3395,WNZ,6392,,0,320
3U,4608,CTU,3395,WUH,3376,,0,319
3U,4608,CTU,3395,WUX,6390,,0,320
3U,4608,CTU,3395,WXN,6403,,0,319
3U,4608,CTU,3395,XIC,3396,,0,320
3U,4608,CTU,3395,XIY,3379,,0,320 319
3U,4608,CTU,3395,XMN,3383,,0,320
3U,4608,CTU,3395,XNN,6366,,0,320
3U,4608,CTU,3395,XUZ,4149,,0,320
3U,4608,CTU,3395,YIH,6361,,0,320
3U,4608,CTU,3395,YTY,8876,,0,319
3U,4608,CZX,4109,CKG,3393,,0,320
3U,4608,DCY,9310,CTU,3395,,0,319
3U,4608,DLC,3404,CKG,3393,,0,320
3U,4608,DLC,3404,HGH,3386,,0,320
3U,4608,DSN,6434,CTU,3395,,0,319
3U,4608,DYG,6353,CKG,3393,,0,320
3U,4608,FOC,3385,CSX,3371,,0,320
3U,4608,FOC,3385,XIY,3379,,0,319
3U,4608,GXH,9311,XIY,3379,,0,319
3U,4608,HAK,4120,CKG,3393,,0,319
3U,4608,HAK,4120,CTU,3395,,0,321
3U,4608,HAK,4120,HGH,3386,,0,320
3U,4608,HDG,8407,CTU,3395,,0,319
3U,4608,HET,6345,CTU,3395,,0,320
3U,4608,HFE,3389,CTU,3395,,0,321
3U,4608,HGH,3386,CGO,3375,,0,320
3U,4608,HGH,3386,CKG,3393,,0,320 319
3U,4608,HGH,3386,CTU,3395,,0,319 320
3U,4608,HGH,3386,DLC,3404,,0,320
3U,4608,HGH,3386,HAK,4120,,0,320
3U,4608,HGH,3386,KWE,3394,,0,320
3U,4608,HGH,3386,TSN,3368,,0,320
3U,4608,HGH,3386,TYN,3369,,0,320
3U,4608,HKG,3077,CTU,3395,,0,320
3U,4608,HKT,3179,CKG,3393,,0,321
3U,4608,HKT,3179,CTU,3395,,0,321
3U,4608,HRB,3400,XIY,3379,,0,321
3U,4608,ICN,3930,CTU,3395,,0,321
3U,4608,INC,4085,CKG,3393,,0,321
3U,4608,INC,4085,CTU,3395,,0,321
3U,4608,JHG,3381,CTU,3395,,0,319
3U,4608,JHG,3381,KMG,3382,,0,319
3U,4608,JIQ,8781,CTU,3395,,0,320
3U,4608,JZH,4301,CTU,3395,,0,319
3U,4608,KHN,3384,CKG,3393,,0,319
3U,4608,KHN,3384,CTU,3395,,0,321
3U,4608,KHN,3384,KMG,3382,,0,319
3U,4608,KMG,3382,CGO,3375,,0,320
3U,4608,KMG,3382,CKG,3393,,0,319 320
3U,4608,KMG,3382,CSX,3371,,0,320
3U,4608,KMG,3382,CTU,3395,,0,320
3U,4608,KMG,3382,JHG,3381,,0,319
3U,4608,KMG,3382,KHN,3384,,0,319
3U,4608,KMG,3382,KWE,3394,,0,320
3U,4608,KMG,3382,LUM,6376,,0,319
3U,4608,KMG,3382,NGB,3387,,0,320
3U,4608,KMG,3382,NKG,3388,,0,320
3U,4608,KMG,3382,TAO,3390,,0,320
3U,4608,KMG,3382,TNA,4108,,0,320
3U,4608,KMG,3382,TPE,2276,,0,320
3U,4608,KMG,3382,WXN,6403,,0,320
3U,4608,KMG,3382,XIY,3379,,0,320
3U,4608,KMG,3382,XMN,3383,,0,320
3U,4608,KMG,3382,XUZ,4149,,0,320
3U,4608,KOW,6379,CTU,3395,,0,320
3U,4608,KWE,3394,CTU,3395,,0,320
3U,4608,KWE,3394,HGH,3386,,0,320
3U,4608,KWE,3394,KMG,3382,,0,320
3U,4608,LHW,3378,CKG,3393,,0,319 321
3U,4608,LHW,3378,CTU,3395,,0,319
3U,4608,LJG,4033,CKG,3393,,0,319
3U,4608,LJG,4033,CTU,3395,,0,319
3U,4608,LUM,6376,CTU,3395,,0,319
3U,4608,LUM,6376,KMG,3382,,0,319
3U,4608,LXA,4097,CKG,3393,,0,319
3U,4608,LXA,4097,CTU,3395,,0,330 319
3U,4608,LXA,4097,XIY,3379,,0,319
3U,4608,LYI,6385,XIY,3379,,0,319 320
3U,4608,LZY,6402,CTU,3395,,0,319
3U,4608,MEL,3339,CTU,3395,,0,330
3U,4608,NGB,3387,CKG,3393,,0,319
3U,4608,NGB,3387,KMG,3382,,0,320
3U,4608,NKG,3388,CKG,3393,,0,319
3U,4608,NKG,3388,CTU,3395,,0,319 320
3U,4608,NKG,3388,KMG,3382,,0,320
3U,4608,NNG,3373,CKG,3393,,0,319
3U,4608,NNG,3373,CTU,3395,,0,319 320
3U,4608,PEK,3364,CKG,3393,,0,319 321 320
3U,4608,PEK,3364,CTU,3395,,0,321 320 330
3U,4608,PEK,3364,WXN,6403,,0,320
3U,4608,PEK,3364,ZHY,8043,,0,320
3U,4608,PVG,3406,CKG,3393,,0,320 319
3U,4608,PVG,3406,CTU,3395,,0,330 321
3U,4608,PVG,3406,SPN,2244,,0,330
3U,4608,PZI,6435,CKG,3393,,0,319
3U,4608,PZI,6435,CTU,3395,,0,319
3U,4608,SHE,4144,CSX,3371,,0,320
3U,4608,SHE,4144,CTU,3395,,0,330
3U,4608,SJW,6347,CTU,3395,,0,320
3U,4608,SPN,2244,CAN,3370,,0,330
3U,4608,SPN,2244,PVG,3406,,0,330
3U,4608,SWA,4302,CKG,3393,,0,319
3U,4608,SYD,3361,CKG,3393,,0,330
3U,4608,SYX,4030,CKG,3393,,0,320
3U,4608,SYX,4030,CTU,3395,,0,321
3U,4608,SZX,3374,CKG,3393,,0,320
3U,4608,SZX,3374,CTU,3395,,0,320 321
3U,4608,SZX,3374,WXN,6403,,0,319
3U,4608,TAO,3390,CTU,3395,,0,321
3U,4608,TAO,3390,KMG,3382,,0,320
3U,4608,TNA,4108,CKG,3393,,0,321
3U,4608,TNA,4108,CTU,3395,,0,321
3U,4608,TNA,4108,KMG,3382,,0,320
3U,4608,TNA,4108,XIY,3379,,0,320
3U,4608,TPE,2276,KMG,3382,,0,320
3U,4608,TSA,2275,CKG,3393,,0,320
3U,4608,TSA,2275,CTU,3395,,0,320
3U,4608,TSN,3368,CKG,3393,,0,319
3U,4608,TSN,3368,CTU,3395,,0,321
3U,4608,TSN,3368,HGH,3386,,0,320
3U,4608,TYN,3369,CKG,3393,,0,321
3U,4608,TYN,3369,CTU,3395,,0,319
3U,4608,TYN,3369,HGH,3386,,0,320
3U,4608,URC,3399,CKG,3393,,0,320
3U,4608,URC,3399,CTU,3395,,0,319 330
3U,4608,URC,3399,XIY,3379,,0,319
3U,4608,UYN,6368,XIY,3379,,0,319
3U,4608,WNZ,6392,CSX,3371,,0,319
3U,4608,WNZ,6392,CTU,3395,,0,320
3U,4608,WUH,3376,CKG,3393,,0,319
3U,4608,WUH,3376,CTU,3395,,0,319
3U,4608,WUX,6390,CKG,3393,,0,319
3U,4608,WUX,6390,CTU,3395,,0,320
3U,4608,WXN,6403,CTU,3395,,0,319
3U,4608,WXN,6403,KMG,3382,,0,320
3U,4608,WXN,6403,PEK,3364,,0,320
3U,4608,WXN,6403,SZX,3374,,0,319
3U,4608,XIC,3396,CTU,3395,,0,320
3U,4608,XIY,3379,BHY,6351,,0,321
3U,4608,XIY,3379,CKG,3393,,0,319
3U,4608,XIY,3379,CTU,3395,,0,320 319
3U,4608,XIY,3379,FOC,3385,,0,319
3U,4608,XIY,3379,GXH,9311,,0,319
3U,4608,XIY,3379,HRB,3400,,0,321
3U,4608,XIY,3379,KMG,3382,,0,320
3U,4608,XIY,3379,LXA,4097,,0,319
3U,4608,XIY,3379,LYI,6385,,0,319 320
3U,4608,XIY,3379,TNA,4108,,0,320
3U,4608,XIY,3379,URC,3399,,0,319
3U,4608,XIY,3379,UYN,6368,,0,319
3U,4608,XIY,3379,XMN,3383,,0,319
3U,4608,XIY,3379,XNN,6366,,0,319
3U,4608,XIY,3379,YBP,4110,,0,319
3U,4608,XMN,3383,CSX,3371,,0,321
3U,4608,XMN,3383,CTU,3395,,0,320
3U,4608,XMN,3383,KMG,3382,,0,320
3U,4608,XMN,3383,XIY,3379,,0,319
3U,4608,XNN,6366,CKG,3393,,0,320
3U,4608,XNN,6366,CTU,3395,,0,320
3U,4608,XNN,6366,XIY,3379,,0,319
3U,4608,XUZ,4149,CTU,3395,,0,320
3U,4608,XUZ,4149,KMG,3382,,0,320
3U,4608,YBP,4110,XIY,3379,,0,319
3U,4608,YIH,6361,CKG,3393,,0,319
3U,4608,YIH,6361,CTU,3395,,0,320
3U,4608,YTY,8876,CTU,3395,,0,319
3U,4608,ZHA,6357,CKG,3393,,0,319
3U,4608,ZHY,8043,PEK,3364,,0,320
4B,20565,LAS,3877,LAX,3484,,0,PL2
4B,20565,LAX,3484,LAS,3877,,0,PL2
4H,8463,DAC,3076,DXB,2188,,0,313
4H,8463,DXB,2188,DAC,3076,,0,313
4M,3201,DFW,3670,EZE,3988,Y,0,777
4M,3201,EZE,3988,DFW,3670,Y,0,777
4M,3201,EZE,3988,JFK,3797,Y,0,777
4M,3201,EZE,3988,MIA,3576,,0,777 763
4M,3201,JFK,3797,EZE,3988,Y,0,777
4M,3201,MIA,3576,EZE,3988,,0,777 763
4M,3201,MIA,3576,PUJ,1760,,0,763
4M,3201,PUJ,1760,MIA,3576,,0,763
4O,17885,ACA,1783,MEX,1824,,0,320
4O,17885,AGU,1785,MEX,1824,,0,SU9
4O,17885,BOG,2709,MEX,1824,,0,320
4O,17885,CEN,1794,MEX,1824,,0,320
4O,17885,CJS,1796,MEX,1824,,0,320
4O,17885,CME,1789,MEX,1824,,0,320
4O,17885,CPE,1795,MEX,1824,,0,SU9
4O,17885,CTM,1793,MEX,1824,,0,320
4O,17885,CUL,1792,MEX,1824,,0,320
4O,17885,CUN,1852,MEX,1824,,0,320
4O,17885,CUN,1852,MTY,1825,,0,320
4O,17885,CUN,1852,TLC,1850,,0,320
4O,17885,CUU,1797,MEX,1824,,0,320
4O,17885,CZM,1800,MEX,1824,,0,320
4O,17885,GDL,1804,MEX,1824,,0,320
4O,17885,GUA,1767,MEX,1824,,0,320
4O,17885,HAV,1909,MEX,1824,,0,320
4O,17885,HMO,1807,MEX,1824,,0,320
4O,17885,HUX,1786,MEX,1824,,0,320
4O,17885,JFK,3797,MEX,1824,,0,320
4O,17885,LAP,1816,MEX,1824,,0,SU9
4O,17885,LAS,3877,MTY,1825,,0,320
4O,17885,LAS,3877,TLC,1850,,0,320
4O,17885,MEX,1824,ACA,1783,,0,320
4O,17885,MEX,1824,AGU,1785,,0,SU9
4O,17885,MEX,1824,BOG,2709,,0,320
4O,17885,MEX,1824,CEN,1794,,0,320
4O,17885,MEX,1824,CJS,1796,,0,320
4O,17885,MEX,1824,CME,1789,,0,320
4O,17885,MEX,1824,CPE,1795,,0,SU9
4O,17885,MEX,1824,CTM,1793,,0,320
4O,17885,MEX,1824,CUL,1792,,0,320
4O,17885,MEX,1824,CUN,1852,,0,320
4O,17885,MEX,1824,CUU,1797,,0,320
4O,17885,MEX,1824,CZM,1800,,0,320
4O,17885,MEX,1824,GDL,1804,,0,320
4O,17885,MEX,1824,GUA,1767,,0,320
4O,17885,MEX,1824,HAV,1909,,0,320
4O,17885,MEX,1824,HMO,1807,,0,320
4O,17885,MEX,1824,HUX,1786,,0,320
4O,17885,MEX,1824,JFK,3797,,0,320
4O,17885,MEX,1824,LAP,1816,,0,SU9
4O,17885,MEX,1824,MIA,3576,,0,320
4O,17885,MEX,1824,MID,1819,,0,320
4O,17885,MEX,1824,MTT,1822,,0,SU9
4O,17885,MEX,1824,MTY,1825,,0,320
4O,17885,MEX,1824,MZT,1826,,0,SU9
4O,17885,MEX,1824,OAX,1829,,0,320
4O,17885,MEX,1824,PQM,\N,,0,SU9
4O,17885,MEX,1824,PVR,1836,,0,320
4O,17885,MEX,1824,REX,1839,,0,SU9
4O,17885,MEX,1824,SAT,3621,,0,320
4O,17885,MEX,1824,SJD,1840,,0,320
4O,17885,MEX,1824,SJO,1885,,0,320
4O,17885,MEX,1824,SNA,3867,,0,320
4O,17885,MEX,1824,TAM,1848,,0,320
4O,17885,MEX,1824,TGZ,1846,,0,320
4O,17885,MEX,1824,TIJ,1847,,0,320
4O,17885,MEX,1824,TRC,1845,,0,SU9
4O,17885,MEX,1824,VER,1854,,0,320
4O,17885,MEX,1824,VSA,1853,,0,320
4O,17885,MEX,1824,ZCL,1855,,0,SU9
4O,17885,MEX,1824,ZIH,1856,,0,320
4O,17885,MEX,1824,ZLO,1858,,0,SU9
4O,17885,MIA,3576,MEX,1824,,0,320
4O,17885,MID,1819,MEX,1824,,0,320
4O,17885,MTT,1822,MEX,1824,,0,SU9
4O,17885,MTY,1825,CUN,1852,,0,320
4O,17885,MTY,1825,LAS,3877,,0,320
4O,17885,MTY,1825,MEX,1824,,0,320
4O,17885,MZT,1826,MEX,1824,,0,SU9
4O,17885,OAX,1829,MEX,1824,,0,320
4O,17885,PQM,\N,MEX,1824,,0,SU9
4O,17885,PVR,1836,MEX,1824,,0,320
4O,17885,REX,1839,MEX,1824,,0,SU9
4O,17885,SAT,3621,MEX,1824,,0,320
4O,17885,SJD,1840,MEX,1824,,0,320
4O,17885,SJO,1885,MEX,1824,,0,320
4O,17885,SNA,3867,MEX,1824,,0,320
4O,17885,TAM,1848,MEX,1824,,0,320
4O,17885,TGZ,1846,MEX,1824,,0,320
4O,17885,TIJ,1847,MEX,1824,,0,320
4O,17885,TLC,1850,CUN,1852,,0,320
4O,17885,TLC,1850,LAS,3877,,0,320
4O,17885,TRC,1845,MEX,1824,,0,SU9
4O,17885,VER,1854,MEX,1824,,0,320
4O,17885,VSA,1853,MEX,1824,,0,320
4O,17885,ZCL,1855,MEX,1824,,0,SU9
4O,17885,ZIH,1856,MEX,1824,,0,320
4O,17885,ZLO,1858,MEX,1824,,0,SU9
4Q,10758,DEL,3093,HEA,2048,,0,320
4Q,10758,DEL,3093,KBL,2050,,0,320
4Q,10758,DXB,2188,KBL,2050,,0,319
4Q,10758,HEA,2048,DEL,3093,,0,320
4Q,10758,KBL,2050,DEL,3093,,0,320
4Q,10758,KBL,2050,DXB,2188,,0,319
4T,1401,AYT,1688,ZRH,1678,,0,320
4T,1401,ZRH,1678,AYT,1688,,0,320
4U,2548,AMS,580,HAM,342,,0,CRJ
4U,2548,AYT,1688,CGN,344,,0,320
4U,2548,CDG,1382,HAM,342,,0,319 CRJ
4U,2548,CGN,344,AYT,1688,,0,320
4U,2548,CGN,344,SAW,4317,,0,319 320
4U,2548,DTM,373,SAW,4317,,0,319
4U,2548,DUS,345,MAD,1229,,0,CRJ
4U,2548,FRA,340,HDF,5557,,0,CRJ
4U,2548,HAJ,352,SAW,4317,,0,319
4U,2548,HAM,342,AMS,580,,0,CRJ
4U,2548,HAM,342,CDG,1382,,0,319 CRJ
4U,2548,HAM,342,MAD,1229,,0,CRJ
4U,2548,HAM,342,SAW,4317,,0,319
4U,2548,HDF,5557,FRA,340,,0,CRJ
4U,2548,MAD,1229,DUS,345,,0,CRJ
4U,2548,MAD,1229,HAM,342,,0,CRJ
4U,2548,SAW,4317,CGN,344,,0,319 320
4U,2548,SAW,4317,DTM,373,,0,319
4U,2548,SAW,4317,HAJ,352,,0,319
4U,2548,SAW,4317,HAM,342,,0,319
4U,2548,SAW,4317,STR,350,,0,319
4U,2548,SAW,4317,TXL,351,,0,319
4U,2548,STR,350,SAW,4317,,0,319
4U,2548,TXL,351,SAW,4317,,0,319
5J,1683,CAN,3370,MNL,2397,,0,320
5J,1683,CGK,3275,MNL,2397,,0,320
5J,1683,DXB,2188,MNL,2397,,0,330
5J,1683,MNL,2397,CAN,3370,,0,320
5J,1683,MNL,2397,CGK,3275,,0,320
5J,1683,MNL,2397,DXB,2188,,0,330
5J,1683,MNL,2397,PEK,3364,,0,320
5J,1683,MNL,2397,PVG,3406,,0,320
5J,1683,PEK,3364,MNL,2397,,0,320
5J,1683,PVG,3406,MNL,2397,,0,320
5N,503,ARH,4362,SVO,2985,,0,735
5N,503,MMK,2949,SVO,2985,,0,735
5N,503,SCW,2989,SVO,2985,,0,735
5N,503,SVO,2985,ARH,4362,,0,735
5N,503,SVO,2985,MMK,2949,,0,735
5N,503,SVO,2985,SCW,2989,,0,735
5Q,18232,GRU,2564,MVD,2816,,0,AT7 319
5Q,18232,MVD,2816,GRU,2564,,0,319 AT7
6E,2850,AMD,2994,DEL,3093,,0,320
6E,2850,BBI,3042,DEL,3093,,0,320
6E,2850,BDQ,3001,DEL,3093,,0,320
6E,2850,BKK,3885,DEL,3093,,0,320
6E,2850,BLR,3131,DEL,3093,,0,320
6E,2850,BOM,2997,DEL,3093,,0,320
6E,2850,BOM,2997,DXB,2188,,0,320
6E,2850,CCU,3043,DEL,3093,,0,320
6E,2850,CJB,3135,DEL,3093,,0,320
6E,2850,COK,3136,DEL,3093,,0,320
6E,2850,COK,3136,DXB,2188,,0,320
6E,2850,DEL,3093,AMD,2994,,0,320
6E,2850,DEL,3093,BBI,3042,,0,320
6E,2850,DEL,3093,BDQ,3001,,0,320
6E,2850,DEL,3093,BKK,3885,,0,320
6E,2850,DEL,3093,BLR,3131,,0,320
6E,2850,DEL,3093,BOM,2997,,0,320
6E,2850,DEL,3093,CCU,3043,,0,320
6E,2850,DEL,3093,CJB,3135,,0,320
6E,2850,DEL,3093,COK,3136,,0,320
6E,2850,DEL,3093,DIB,3057,,0,320
6E,2850,DEL,3093,DXB,2188,,0,320
6E,2850,DEL,3093,GAU,6173,,0,320
6E,2850,DEL,3093,GOI,3007,,0,320
6E,2850,DEL,3093,HYD,\N,,0,320
6E,2850,DEL,3093,IDR,3008,,0,320
6E,2850,DEL,3093,IXB,3040,,0,320
6E,2850,DEL,3093,IXJ,3100,,0,320
6E,2850,DEL,3093,IXR,3063,,0,320
6E,2850,DEL,3093,KTM,3125,,0,320
6E,2850,DEL,3093,LKO,3105,,0,320
6E,2850,DEL,3093,MAA,3144,,0,320
6E,2850,DEL,3093,NAG,3015,,0,320
6E,2850,DEL,3093,PAT,3061,,0,320
